"SAMPLING_RESULTS_ID","SAMPLING_EVENTS_ID","CUSTODY_NUMBER","PARAMETER","METHOD","NUMBER_RESULT","REPORTED_RESULT","ALPHA_RESULT","FLAG","UNITS","MDL","RDL","ANALYSIS_DATE","ANALYZED_BY","RECORD_CREATED","PARAMETERS_ID","CONTRACT_LAB_ID","SAMPLE_ID","COLLECT_DATE","REASON","ROWID"
"3185","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","1",".526","    ","","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","CBD-2","2012-05-16 00:00:00","No Matching Preservative Record","{96DC6224-B948-4BAE-8DFF-A4CAB7018933}"
"3186","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".0181","    ","J","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","whc-a","2012-05-16 00:00:00","No Matching Preservative Record","{CF3423C6-4ED4-4D56-A89F-1966B3937740}"
"3187","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","ash-a","2012-05-16 00:00:00","No Matching Preservative Record","{B76F15F7-DEC9-45E6-B3B0-785917B376A4}"
"3188","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","PRAI-2","2012-05-16 00:00:00","No Matching Preservative Record","{A78B3754-DBD7-4729-B4B5-9F37D281177D}"
"3189","","","Surfactants","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2012-05-18 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{5465EC91-DBAF-425B-8AA9-B4875DC9ADF5}"
"3190","","","Copper","Metals per ICP by EPA 200.7","0","0","    ","U","mg/L","0.0033","0.01","2012-05-21 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{522FAF3D-6EBC-44E2-8C1E-C775206E0AEA}"
"3191","","","Iron","Metals per ICP by EPA 200.7","0",".241","    ","","mg/L","0.01","0.03","2012-05-21 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{AB6A48CA-7FDF-4846-9A7A-1845DD9FF5CA}"
"3192","","","Hardness (CaCO3)","Hardness, Total by SM2340B","267","267","    ","","mg/L","0.5","0.5","2012-05-21 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{BC0053AF-98D0-4226-A7F5-2F6DD76549AA}"
"3193","","","Nitrogen, Nitrate-Nitrite","Inorganic Anions by EPA 300/300.1","1","1.02","    ","","mg/L","0.004","0.05","2012-05-18 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{97DF712A-9C8C-499D-844F-60CA42FB6A92}"
"3194","","","COD - Chemical Oxygen Demand","Chemical Oxygen Demand by HACH 8000","22","22","    ","","mg/L","6.72","20","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{2276CF6F-80A5-4AA4-B1C2-729FA3A6E42D}"
"3195","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","UWRC-1","2012-05-17 00:00:00","No Matching Preservative Record","{7F52DC22-1ADC-4D8D-BBAB-B16E40A8FF4F}"
"3196","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".417","    ","","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","whc-c","2012-05-17 00:00:00","No Matching Preservative Record","{954E7B26-D2F5-4DE2-A225-0B09F9690BA3}"
"3197","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{A73667A1-D4C0-4A8D-B39F-6E1BCB5DCC91}"
"3198","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","cot-c","2012-05-17 00:00:00","No Matching Preservative Record","{A806F4B7-E861-4F61-BFC6-57E3F10E8DFB}"
"3199","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a","2012-05-17 00:00:00","No Matching Preservative Record","{5FCBD73B-594D-4544-8C89-24D5539408C5}"
"3200","","","Nitrogen, Ammonia (as N)","Nitrogen Ammonia by EPA 350.1","0",".045","    ","J","mg/L","0.0115","0.05","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","jac-a Dup","2012-05-17 00:00:00","No Matching Sample ID","{7B3A23DD-0948-47FF-B2C3-EE096F27A5CB}"
"3201","","","Surfactants","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2012-05-22 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{CC566EB0-BA9A-409B-A80A-C437DA68CB05}"
"3202","","","Surfactants","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2012-05-22 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{91E5E47C-5B6C-4F28-A3C9-0080BDB8D0E0}"
"3203","","","Copper","Metals per ICP by EPA 200.7","0","0","    ","U","mg/L","0.0033","0.01","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{153817B2-D1ED-4884-BB8F-9AE5DFCDA11F}"
"3204","","","Iron","Metals per ICP by EPA 200.7","0",".116","    ","","mg/L","0.01","0.03","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{2B7C0319-DB76-43B6-9F39-C7D962C3511F}"
"3205","","","Copper","Metals per ICP by EPA 200.7","0","0","    ","U","mg/L","0.0033","0.01","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{F3F32AED-D9E5-4F6D-823C-E2CF5B372184}"
"3206","","","Iron","Metals per ICP by EPA 200.7","0",".0418","    ","","mg/L","0.01","0.03","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{6D6FA8E3-9B1E-4C2E-9E9C-E581B22DD036}"
"3207","","","Nitrogen, Nitrate-Nitrite","Inorganic Anions by EPA 300/300.1","0",".46","    ","","mg/L","0.004","0.05","2012-05-22 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{1C7EBE4F-8DCD-4DC4-B394-717D6CC5522E}"
"3208","","","Nitrogen, Nitrate-Nitrite","Inorganic Anions by EPA 300/300.1","1",".576","    ","","mg/L","0.004","0.05","2012-05-22 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{5540925C-D470-4C92-894F-BA318010119A}"
"3209","","","COD - Chemical Oxygen Demand","Chemical Oxygen Demand by HACH 8000","18","18","    ","J","mg/L","6.72","20","2012-05-25 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{BF89B940-731E-4E0F-9E00-8D89FA517C83}"
"3210","","","COD - Chemical Oxygen Demand","Chemical Oxygen Demand by HACH 8000","24","24","    ","","mg/L","6.72","20","2012-05-25 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{DDBF9B14-8062-42DD-A5AC-C0A7E30644C8}"
"3211","","","Hardness (CaCO3)","Hardness, Total by SM2340B","244","244","    ","X","mg/L","0.5","0.5","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{FD19125E-7F7F-4F62-A67F-02955BAF9FEA}"
"3212","","","Hardness (CaCO3)","Hardness, Total by SM2340B","249","249","    ","","mg/L","0.5","0.5","2012-05-23 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{83A73987-1C6D-45A6-8131-84F230F04391}"
"3213","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","TRO-C","2012-05-21 00:00:00","No Matching Preservative Record","{67555E6A-D550-4404-A519-E4C84398E02D}"
"3214","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","LBAC-1","2012-05-21 00:00:00","No Matching Preservative Record","{761FD409-4AC6-4D5D-B730-4B2A07E7F998}"
"3215","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".0179","    ","J","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{D6C77D6D-A6BB-44DE-B278-DD971525FF93}"
"3216","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{9DD963DF-E12A-434D-AF01-4812FA29C9C0}"
"3217","","","Nitrogen, Ammonia (as N)","Nitrogen Ammonia by EPA 350.1","0",".134","    ","","mg/L","0.0115","0.05","2012-05-30 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","bab-C","2012-05-21 00:00:00","No Matching Sample ID","{0C61B41B-1CE5-43CA-AA82-499BCC6843B3}"
"3218","","","Nitrogen, Ammonia (as N)","Nitrogen Ammonia by EPA 350.1","0",".022","    ","J","mg/L","0.0115","0.05","2012-05-30 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tur-C","2012-05-21 00:00:00","No Matching Sample ID","{F099879E-5848-45F6-95D0-DC3A7C653F38}"
"3219","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","ELMT-1","2012-05-24 00:00:00","No Matching Preservative Record","{9C688734-4401-464F-9BB9-11116F7541CF}"
"3220","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","LMOC-1","2012-05-24 00:00:00","No Matching Preservative Record","{C09049CC-54D4-4E0F-B193-78C61F5377BA}"
"3221","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".0863","    ","","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DELA-1","2012-05-24 00:00:00","No Matching Preservative Record","{B8974AFA-6952-447C-ABEA-E0D8FBC60584}"
"3222","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","WDAL-1","2012-05-24 00:00:00","No Matching Preservative Record","{190D1F5B-2D35-4867-97B3-C4A84A759698}"
"3223","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-05-29 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","WDAL-2","2012-05-24 00:00:00","No Matching Preservative Record","{C132F96E-9B33-43BC-88FC-5BB8A81B7490}"
"3224","","","Copper","Metals per ICP by EPA 200.7","0","0","    ","U","mg/L","0.0033","0.01","2012-06-05 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{79B4E4DE-39F6-44B9-94B7-96B9A2FC64DA}"
"3225","","","Iron","Metals per ICP by EPA 200.7","1",".867","    ","","mg/L","0.01","0.03","2012-06-05 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{3B0B8BCD-3ADC-4615-88A3-3D8D2352AA8E}"
"3226","","","Surfactants","MBAS Surfactants by SM5540C","0",".047","    ","J","mg/L","0.043","0.1","2012-06-05 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{B527809E-DAE0-4D0A-A16D-97DA8F6003BD}"
"3227","","","Hardness (CaCO3)","Hardness, Total by SM2340B","256","256","    ","","mg/L","0.5","0.5","2012-06-05 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{901069E6-80D7-4B78-B543-F3223E98FAF3}"
"3228","","","COD - Chemical Oxygen Demand","Chemical Oxygen Demand by HACH 8000","19","19","    ","J","mg/L","6.72","20","2012-06-07 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{B7408FB8-F686-47DF-A945-5311D9470F37}"
"3229","","","Nitrogen, Nitrate-Nitrite","Inorganic Anions by EPA 300/300.1","0",".466","    ","","mg/L","0.004","0.05","2012-06-05 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{97395E90-C3DA-4BA9-8476-1AB9725166D4}"
"3230","","","Nitrogen, Ammonia (as N)","Nitrogen Ammonia by EPA 350.1","0",".0245","    ","J","mg/L","0.0115","0.05","2012-06-07 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{054B4284-A48F-4838-9C40-19F63AF71573}"
"3231","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".083","    ","","mg/L","0.00618","0.02","2012-06-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","lac-a","2012-06-04 00:00:00","No Matching Preservative Record","{F0321744-5AD8-4CD9-A07D-E224771CB269}"
"3232","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".124","    ","","mg/L","0.00618","0.02","2012-06-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAWB-3","2012-06-04 00:00:00","No Matching Preservative Record","{3CDD469F-2B22-4172-9307-3C83F6321326}"
"3233","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".205","    ","","mg/L","0.00618","0.02","2012-06-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2","2012-06-04 00:00:00","No Matching Preservative Record","{127DACAC-EA33-4314-A032-CC151497FEDE}"
"3234","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".197","    ","","mg/L","0.00618","0.02","2012-06-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-2 Dup","2012-06-04 00:00:00","No Matching Sample ID","{BCB56796-B1D9-4910-A7CE-3251228E53C1}"
"3235","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".0782","    ","","mg/L","0.00618","0.02","2012-06-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","DAEB-1","2012-06-04 00:00:00","No Matching Preservative Record","{733103E8-4506-41C7-91DB-94BCB3B55AED}"
"3236","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".0613","    ","","mg/L","0.00618","0.02","2012-06-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","fil-a","2012-06-04 00:00:00","No Matching Preservative Record","{A1C5C380-6E59-46AC-A171-7A4E07A2356F}"
"3237","","","Surfactants, MBAS ","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2012-07-06 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","smc-b","2012-07-05 00:00:00","No Matching Preservative Record","{876BF183-979B-4310-B4EF-12C625A77FAE}"
"3238","","","Surfactants, MBAS ","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2012-07-06 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a","2012-07-05 00:00:00","No Matching Preservative Record","{CCE06745-C455-4395-A09B-1515680DBACC}"
"3239","","","Surfactants, MBAS ","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2012-07-06 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{ABEA1474-B209-4618-B22C-5E667A7FCDC2}"
"3240","","","Surfactants, MBAS ","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2012-07-06 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","coo-a","2012-07-05 00:00:00","No Matching Preservative Record","{D1E5ACBE-609F-427A-B96A-D9CE7927D45E}"
"3241","","","COD - Chemical Oxygen Demand","Chemical Oxygen Demand by HACH 8000","21","21","    ","","mg/L","6.72","20","2012-07-09 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{91C766A7-B07C-406C-922E-C92D8F6C95AC}"
"3242","","","Nitrogen, Nitrate-Nitrite","Inorganic Anions by EPA 300/300.1","0",".15","    ","","mg/L","0.004","0.05","2012-07-06 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{F10C18A0-D470-471E-88B3-126EB1A44503}"
"3243","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","U","mg/L","0.00618","0.02","2012-07-09 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","smc-b","2012-07-05 00:00:00","No Matching Preservative Record","{8A5181F3-DA29-442E-93A8-1E408B5C00C6}"
"3244","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".0545","    ","","mg/L","0.00618","0.02","2012-07-09 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a","2012-07-05 00:00:00","No Matching Preservative Record","{D2CE6A99-A420-4AA6-8D08-5B896A19F79B}"
"3245","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0",".059","    ","","mg/L","0.00618","0.02","2012-07-09 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{8C9070DC-4438-46E0-9502-B07809B15DC2}"
"3246","","","Total  Phosphorus (as P)","Total Phosphorus by EPA 365.1","0","0","    ","UX","mg/L","0.00618","0.02","2012-07-09 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","coo-a","2012-07-05 00:00:00","No Matching Preservative Record","{AE7A27D2-25E0-4922-A995-762F4CFECFE8}"
"3247","","","Nitrogen, Ammonia (as N)","Nitrogen Ammonia by EPA 350.1","0",".0798","    ","B","mg/L","0.0115","0.05","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{CABA6618-3777-423D-8502-7C7B54674E95}"
"3248","","","Copper","Metals per ICP by EPA 200.7","0","0","    ","U","mg/L","0.0033","0.01","2012-07-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{B13448BA-81C3-4D3E-8B29-B40ABC762DDA}"
"3249","","","Iron","Metals per ICP by EPA 200.7","1",".586","    ","","mg/L","0.01","0.03","2012-07-11 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{09601E97-FDBC-458A-B173-E362F6A5FD2D}"
"3250","","","4,4-DDE","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00541","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{5970C80E-BC24-46C4-A688-9B4F342BD705}"
"3251","","","Dieldrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00469","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{5F81A794-22D4-4302-AAD2-E1B02028C671}"
"3252","","","Endrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00643","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{E2115176-CA21-48BD-9295-67B3591A5A0F}"
"3253","","","4,4-DDD","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00684","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{716FD5D7-919D-4975-B5D8-34EA49A7C1D5}"
"3254","","","Endosulfan II","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00541","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{53D8F726-0E5D-49C6-B8A3-91AEF16DBF29}"
"3255","","","4,4-DDT","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00571","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{0CFC074A-ACAB-4582-8458-6113A2077378}"
"3256","","","Endrin Aldehyde","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0049","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{D1EAE258-699D-43A5-84EF-09C08AE0C1CA}"
"3257","","","Endosulfan Sulfate","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00551","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{348A5E2B-3528-428A-89BB-4ABFB4DEAF76}"
"3258","","","Methoxychlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00561","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{55E011DC-17C8-4377-BDE5-70B7A10DC09F}"
"3259","","","Endrin Ketone","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00643","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{70E368B5-5B3D-4157-89E8-39D7D3E451D9}"
"3260","","","Alpha-BHC","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.005","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{D433DBFB-A971-402E-87C7-5864CD24AEE7}"
"3261","","","Gamma-BHC (Lindane)","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0048","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{59F2ABD6-2673-4037-A6DA-ACA44BC0C407}"
"3262","","","Beta-BHC","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00714","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{F4DFFFF1-D607-422E-8E79-7D26383CC1BA}"
"3263","","","Delta-BHC","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00571","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{89DC8D2A-E269-4891-9478-8D17912E5116}"
"3264","","","Heptachlor","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00469","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{C9875DA9-7A85-4B05-BF98-4DAABEB4BC36}"
"3265","","","Aldrin","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0051","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{DFF2F4D4-6063-4236-8ABF-EDC71AF54A6B}"
"3266","","","Heptachlor Epoxide","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.00888","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{3DA4FCD3-1695-4DB2-90A7-820BFB7AB5AC}"
"3267","","","Gamma-Chlordane","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.005","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{4409F461-BD63-42F2-A2DA-783400EA8D07}"
"3268","","","Alpha-Chlordane","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0049","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{D74C1218-BE44-43B1-8A9B-B1E15B05A006}"
"3269","","","Chlordane","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0147","0.51","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{685D4BEE-CAEA-4EA6-B3E5-6E7EDFF11649}"
"3270","","","Toxaphene","Organochlorine Pesticides by SW-846 8081A","0","0","    ","U","ug/L","0.0699","0.51","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{279E3E8C-A28B-4D28-94DD-EB06EB0C6637}"
"3271","","","Endosulfan I","Organochlorine Pesticides by SW-846 8081A","0",".0204","    ","J","ug/L","0.0051","0.0204","2012-07-10 00:00:00","paul.white","2012-09-06 00:00:00","","Xenco","tro-a Dup","2012-07-05 00:00:00","No Matching Sample ID","{F4E52A76-9DF0-4D33-83C3-C73FD8BB898E}"
