"SAMPLING_RESULTS_ID","SAMPLING_EVENTS_ID","CUSTODY_NUMBER","PARAMETER","METHOD","NUMBER_RESULT","REPORTED_RESULT","ALPHA_RESULT","FLAG","UNITS","MDL","RDL","ANALYSIS_DATE","ANALYZED_BY","RECORD_CREATED","PARAMETERS_ID","CONTRACT_LAB_ID","ROWID"
"9803","682","20101228-FC-2 E2","4,4-DDD","PESTICIDES (40CFR TABLE II APP-D)","","<0.0700","<0.0700","U","µg/L","0","0","2011-01-07 00:00:00","huajun.chen","2011-03-01 00:00:00","11323","TTI","{F8F4A41C-42A6-4E8B-8622-C003A3DD0C23}"
"9804","682","20101228-FC-2 E2","Atrazine","Pesticides, Organo EPA 619","","<0.010","<0.010","U","µg/L","0","0","2011-01-06 00:00:00","huajun.chen","2011-03-01 00:00:00","11330","TTI","{94315119-A4D7-45A0-99E7-7F23388EC2D9}"
"9805","682","20101228-FC-2 E2","Simazine","Pesticides, Organo EPA 619","","<0.030","<0.030","U","µg/L","0","0","2011-01-06 00:00:00","huajun.chen","2011-03-01 00:00:00","11303","TTI","{38DF15AC-68AC-473C-91B9-C819BD6A68CC}"
"9806","683","20101228-FC-3 E2","Oil & Grease, Total Recovered","Oil & Grease","","<1.40","<1.40","U","mg/L","1","5","2011-01-03 00:00:00","huajun.chen","2011-03-01 00:00:00","11350","TTI","{A5F1AB30-A947-4CAF-B83B-448A30535CF2}"
"9807","683","20101228-FC-3 E2","COD, Chemical Oxygen Demand","Chemical Oxygen Demand (COD)","","<1.00","<1.00","U","mg/L","1","3","2010-12-29 00:00:00","huajun.chen","2011-03-01 00:00:00","11342","TTI","{3A6AC9F0-108A-46DC-91AA-EDF336D612F6}"
"9808","683","20101228-FC-3 E2","MBAS Surfactants","Surfactants","","<0.0500","<0.0500","U","mg/L","0","0","2010-12-29 00:00:00","huajun.chen","2011-03-01 00:00:00","11347","TTI","{D9DB8A0E-6042-4D59-9A25-7C47061495FA}"
"9809","683","20101228-FC-3 E2","Aldrin","PESTICIDES (40CFR TABLE II APP-D)","","<0.0382","<0.0382","U","µg/L","0","0","2011-01-07 00:00:00","huajun.chen","2011-03-01 00:00:00","11373","TTI","{E69C8E25-1E73-45CC-AA92-363140E8E23E}"
"9810","683","20101228-FC-3 E2","4,4-DDE","PESTICIDES (40CFR TABLE II APP-D)","","<0.0440","<0.0440","U","µg/L","0","0","2011-01-07 00:00:00","huajun.chen","2011-03-01 00:00:00","11375","TTI","{633EBAB5-A879-4BFC-9B2B-4CCE3126C8E9}"
"9811","589","20100925-FC-1 E2","Ammonia","Nitrogen, Ammonia",".00000","0","","","mg/L","0","0","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","8005","TTI","{D7CCB120-73AC-43D0-AAD7-E58AD7802ED0}"
"9812","589","20100925-FC-1 E2","Total Phosphorus","Phosphorus Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","8072","TTI","{B521B8E3-47D6-4747-9512-41E3309556C0}"
"9813","589","20100925-FC-1 E2","Iron, Fe","Iron Total EPA 200.7","1.00000","1","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","8065","TTI","{E7E6A710-A7A9-47E4-9FEC-AC042D99D67B}"
"9814","589","20100925-FC-1 E2","Copper, Cu","Copper Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","8011","TTI","{A3DAC176-00F1-4357-A126-C0BA8665F5BC}"
"9815","589","20100925-FC-1 E2","BOD, Biological Oxygen Demand","Biochemical Oxygen Demand, (BOD) 5 DAY","4.00000","4","","","mg/L","0","2","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","8008","TTI","{0E5207A7-CDCF-4FB9-8A89-E35397C62BC6}"
"9816","589","20100925-FC-1 E2","COD, Chemical Oxygen Demand","Chemical Oxygen Demand (COD)","10.00000","10","","","mg/L","1","3","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","8010","TTI","{8CEA9F82-120D-457B-B237-F6780041F069}"
"9817","589","20100925-FC-1 E2","E.Coli","Coliform, E-Coli","500.00000","500","","","col./100mL","1","1","2010-09-28 00:00:00","huajun.chen","2011-03-01 00:00:00","7995","TTI","{891DE355-AF07-4B59-A2D8-6828F34AEB39}"
"9818","590","20100925-FC-2 E2","Ammonia","Nitrogen, Ammonia",".00000","0","","","mg/L","0","0","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","8932","TTI","{69FED244-79EB-40A0-9ACB-562987481D80}"
"9819","590","20100925-FC-2 E2","Total Phosphorus","Phosphorus Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10775","TTI","{39F5AA13-026C-4178-ABD5-C35F6ECC9FB9}"
"9820","590","20100925-FC-2 E2","Iron, Fe","Iron Total EPA 200.7","1.00000","1","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10769","TTI","{CA427082-67E2-47D0-B908-45A367036BD4}"
"9821","590","20100925-FC-2 E2","Copper, Cu","Copper Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10757","TTI","{875B8A9C-F362-4E68-B937-B14B76103324}"
"9822","590","20100925-FC-2 E2","BOD, Biological Oxygen Demand","Biochemical Oxygen Demand, (BOD) 5 DAY","4.00000","4","","","mg/L","0","2","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","12077","TTI","{F1577C1E-2D4D-40C0-9B58-D96A05F82206}"
"9823","590","20100925-FC-2 E2","COD, Chemical Oxygen Demand","Chemical Oxygen Demand (COD)","2.00000","2","","","mg/L","1","3","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","9229","TTI","{6A205F11-D478-45C6-8D7A-9F19C6539752}"
"9824","591","20100925-FC-3 E2","BOD, Biological Oxygen Demand","Biochemical Oxygen Demand, (BOD) 5 DAY","3.00000","3","","","mg/L","0","2","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","12078","TTI","{B4EB3BF6-9134-48A7-BC1B-E42C7B72FDC0}"
"9825","591","20100925-FC-3 E2","Copper, Cu","Copper Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10790","TTI","{7F4E1ED7-1AA5-414C-A3EE-2D7862D1B59C}"
"9826","591","20100925-FC-3 E2","Iron, Fe","Iron Total EPA 200.7","1.00000","1","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10805","TTI","{73856204-A35E-4560-807B-5B737524E221}"
"9827","591","20100925-FC-3 E2","Total Phosphorus","Phosphorus Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10814","TTI","{207C3810-0010-4A42-8ED2-DBB350198C51}"
"9828","591","20100925-FC-3 E2","Ammonia","Nitrogen, Ammonia",".00000","0","","","mg/L","0","0","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","10783","TTI","{456774F8-D624-4E4E-891F-1026FD78B7F1}"
"9829","591","20100925-FC-3 E2","COD, Chemical Oxygen Demand","Chemical Oxygen Demand (COD)","11.00000","11","","","mg/L","1","3","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10788","TTI","{28E1173B-7AC2-4B94-9B02-926BF26A681D}"
"9830","591","20100925-FC-3 E2","E.Coli","Coliform, E-Coli","12000.00000","12000","","","col./100mL","1","1","2010-09-28 00:00:00","huajun.chen","2011-03-01 00:00:00","10794","TTI","{A70A5236-01FA-4081-8F78-660A6F717B3D}"
"9831","592","20100925-FC-4 E2","BOD, Biological Oxygen Demand","Biochemical Oxygen Demand, (BOD) 5 DAY","3.00000","3","","","mg/L","0","2","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","12080","TTI","{8D04F9B5-6C9A-42C7-ACD1-636B48DC4AF6}"
"9832","592","20100925-FC-4 E2","Copper, Cu","Copper Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10832","TTI","{D84A4B4E-A5B1-4CE7-974B-762F90975EC6}"
"9833","592","20100925-FC-4 E2","Iron, Fe","Iron Total EPA 200.7","1.00000","1","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10847","TTI","{9F870955-67E0-42CF-BF27-DC55625D77F3}"
"9834","592","20100925-FC-4 E2","Total Phosphorus","Phosphorus Total EPA 200.7",".00000","0","","","mg/L","0","0","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10856","TTI","{E48BA4F6-51CB-4C08-9B02-2DC1FFA295A9}"
"9835","592","20100925-FC-4 E2","Ammonia","Nitrogen, Ammonia",".00000","0","","","mg/L","0","0","2010-09-30 00:00:00","huajun.chen","2011-03-01 00:00:00","10825","TTI","{7A77ADEB-0AF0-4862-ABE0-B51AF8AC7937}"
"9836","592","20100925-FC-4 E2","COD, Chemical Oxygen Demand","Chemical Oxygen Demand (COD)","11.00000","11","","","mg/L","1","3","2010-09-27 00:00:00","huajun.chen","2011-03-01 00:00:00","10830","TTI","{E3B56B1D-5D92-4652-94F7-2627C5EF840F}"
"9841","581","20100901-FC-1 E2","COD, Chemical Oxygen Demand","COD by EPA 410.4","22.00000","22","    ","","mg/L","6.7","20","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7863","Xenco","{48051DD3-22EA-465A-97C1-2C3088BEA06B}"
"9842","581","20100901-FC-1 E2","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A",".00000","0","    "," ","%","1.16","5","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7900","Xenco","{78B5025B-BAA0-4EA5-884F-B1217172E1F5}"
"9843","581","20100901-FC-1 E2","Total Phosphorus","Total Phosphorus (as P) by EPA 365.2",".17400",".174","    ","","mg/L","0.006","0.01","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7902","Xenco","{3E101BB8-41F2-4E9D-B6A0-C6831C79B18B}"
"9844","581","20100901-FC-1 E2","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3",".00000","0","    ","U","mg/L","0.028","0.1","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7899","Xenco","{A7CC23F5-22EF-48DF-A131-5CD610F75BEA}"
"9845","581","20100901-FC-1 E2","BOD, Biological Oxygen Demand","BOD by SM5210B","5.85000","5.85","    ","","mg/L","1.5","2","2010-09-08 00:00:00","huajun.chen","2011-03-09 00:00:00","7861","Xenco","{B5D0D8C0-7324-4650-A608-D558358D6920}"
"9846","581","20100901-FC-1 E2","MBAS Surfactants","MBAS Surfactants by SM5540C",".00000","0","    ","U","mg/L","0.043","0.1","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7897","Xenco","{65D94912-B5ED-4594-BF6E-75398982D4C7}"
"9847","581","20100901-FC-1 E2","Ammonia","Nitrogen, Ammonia by EPA 350.3",".34700",".347","    ","","mg/L","0.079","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7858","Xenco","{3704DE54-FF7E-4E5D-86EC-4F3156F07DFD}"
"9848","581","20100901-FC-1 E2","4,4-DDD","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0005","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7852","Xenco","{4BAF28FF-BE86-452F-A9A1-881350725BAA}"
"9849","581","20100901-FC-1 E2","4,4-DDE","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0004","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7853","Xenco","{930896E4-8F7F-4DCB-A031-C757E2D32513}"
"9850","581","20100901-FC-1 E2","4,4-DDT","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0006","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7854","Xenco","{A1907A04-CD8B-4953-AE0D-D7063681089E}"
"9851","581","20100901-FC-1 E2","Aldrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0014","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7855","Xenco","{C5EBF067-3294-41A5-86EA-237C57B05BB4}"
"9852","581","20100901-FC-1 E2","Alpha(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7856","Xenco","{E5B8AE6F-9C34-4DD7-A028-83E170F90D72}"
"9853","581","20100901-FC-1 E2","Alpha(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7857","Xenco","{68F1F4B4-010A-45ED-8DE3-198B19CD006B}"
"9854","581","20100901-FC-1 E2","Beta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.02","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7860","Xenco","{CCCAE4D1-6303-4925-B22A-5E4720DB07E9}"
"9855","581","20100901-FC-1 E2","Heptachlor(epoxide)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0003","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7894","Xenco","{47A80405-E167-40E0-AD6D-E16286557C44}"
"9856","581","20100901-FC-1 E2","Chlordane","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0063","1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7862","Xenco","{983937F2-E837-41CC-BB7F-452BED45F421}"
"9857","581","20100901-FC-1 E2","Delta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7884","Xenco","{D52D4469-146D-424E-B390-39E08D649477}"
"9858","581","20100901-FC-1 E2","Dieldrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0011","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7885","Xenco","{F45479DB-4669-4DCA-8CBB-490C005044FD}"
"9859","581","20100901-FC-1 E2","Endosulfan(I)","Organochlorine Pesticides by SW-846 8081A",".00610",".0061","    ","J","ug/L","0.001","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7886","Xenco","{740D2691-71C6-4F6F-94D5-3624C1D94E49}"
"9860","581","20100901-FC-1 E2","Endosulfan(II)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0013","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7887","Xenco","{8D364C28-7BDB-4104-B57F-7E9B03106F71}"
"9861","581","20100901-FC-1 E2","Endosulfan(sulfate)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0003","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7888","Xenco","{56BA8AA1-E55E-4C32-9A15-AA0DAC2126B2}"
"9862","581","20100901-FC-1 E2","Endrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0007","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7889","Xenco","{909A1618-EDF7-41AB-BD78-913B41F844D6}"
"9863","581","20100901-FC-1 E2","Endrin(Ketone)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7891","Xenco","{9BC2A49C-DC64-4448-8439-15819F911043}"
"9864","581","20100901-FC-1 E2","Endrin(aldehyde)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0007","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7890","Xenco","{44AA07E6-BAE4-4042-962F-D919613955CC}"
"9865","581","20100901-FC-1 E2","Lindane (gamma BHC)","Organochlorine Pesticides by SW-846 8081A",".00070",".0007","    ","J","ug/L","0.0006","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7896","Xenco","{06C4284E-D8B8-44DF-9BA8-67310B7B6BE8}"
"9866","581","20100901-FC-1 E2","Gamma(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0013","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7892","Xenco","{4C462126-4489-4E24-B1BE-D403A6260176}"
"9867","581","20100901-FC-1 E2","Heptachlor","Organochlorine Pesticides by SW-846 8081A",".00550",".0055","    ","J","ug/L","0.0012","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7893","Xenco","{FED13DA3-6732-4D98-85C0-D6068FAC0F07}"
"9868","581","20100901-FC-1 E2","Methoxychlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0015","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7898","Xenco","{AB994C47-CD2B-4B26-AE73-1CB683D046B5}"
"9869","581","20100901-FC-1 E2","Toxaphene","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0471","3","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7903","Xenco","{0022715B-7E12-4927-B39A-83BA4A44C8B8}"
"9870","581","20100901-FC-1 E2","Alachlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0014","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","12101","Xenco","{27036653-AA57-4A1A-BFC4-B9D8AD9B7793}"
"9871","581","20100901-FC-1 E2","Chlorobenzilate","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.002","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","12102","Xenco","{2D66FA0D-56D8-455E-9890-29E47C787D4F}"
"9872","581","20100901-FC-1 E2","Isodrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","12103","Xenco","{2923E428-339B-43EA-BEFC-A992096699BB}"
"9873","581","20100901-FC-1 E2","Atrazine","Organophosphorus Pesticides by SW846 8141A",".00000","0","    ","U","ug/L","0.174","0.5","2010-09-10 00:00:00","huajun.chen","2011-03-09 00:00:00","7859","Xenco","{44EE49A6-5730-4968-848D-D22CB2C9065E}"
"9874","581","20100901-FC-1 E2","Simazine","Organophosphorus Pesticides by SW846 8141A",".00000","0","    ","U","ug/L","0.058","0.5","2010-09-10 00:00:00","huajun.chen","2011-03-09 00:00:00","7901","Xenco","{601A99ED-17A2-4A5C-A1C8-77AAECB93CE9}"
"9875","581","20100901-FC-1 E2","Copper, Cu","ICP-AES Metals by EPA 200.7",".00000","0","    ","U","ug/L","3.4","20","2010-09-12 00:00:00","huajun.chen","2011-03-09 00:00:00","7883","Xenco","{C9F90C76-FA24-4870-B36E-6667D0AE741B}"
"9876","581","20100901-FC-1 E2","Iron, Fe","ICP-AES Metals by EPA 200.7","410.00000","410","    ","","ug/L","32","200","2010-09-12 00:00:00","huajun.chen","2011-03-09 00:00:00","7895","Xenco","{3E5A04C1-10F7-4CB9-A327-D1F5B1338839}"
"9877","582","20100901-FC-2 E2","COD, Chemical Oxygen Demand","COD by EPA 410.4","16.60000","16.6","    ","J","mg/L","6.7","20","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7949","Xenco","{2148B89F-D487-4679-9EF2-38ABBF143B64}"
"9878","582","20100901-FC-2 E2","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A",".00000","0","    "," ","%","1.16","5","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7967","Xenco","{338F0245-D0BD-4A38-88B6-4FB19733CA9E}"
"9879","582","20100901-FC-2 E2","Total Phosphorus","Total Phosphorus (as P) by EPA 365.2",".16500",".165","    ","","mg/L","0.006","0.01","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7969","Xenco","{B2E17E4F-A42C-45A9-AF94-D1B394C23EE8}"
"9880","582","20100901-FC-2 E2","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3",".04000",".04","    ","J","mg/L","0.028","0.1","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7966","Xenco","{07991A23-0C99-466F-9C05-3229BA72DB85}"
"9881","582","20100901-FC-2 E2","BOD, Biological Oxygen Demand","BOD by SM5210B","4.82000","4.82","    ","","mg/L","1.5","2","2010-09-08 00:00:00","huajun.chen","2011-03-09 00:00:00","7947","Xenco","{250C2443-3D1D-4EF2-9E3D-7B2AE360C056}"
"9882","582","20100901-FC-2 E2","MBAS Surfactants","MBAS Surfactants by SM5540C",".05000",".05","    ","J","mg/L","0.043","0.1","2010-09-03 00:00:00","huajun.chen","2011-03-09 00:00:00","7964","Xenco","{46A5E943-825A-4868-9735-EB77847A018C}"
"9883","582","20100901-FC-2 E2","Ammonia","Nitrogen, Ammonia by EPA 350.3",".30000",".3","    ","","mg/L","0.079","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7921","Xenco","{69E7781F-B359-470E-984B-B92B2B859650}"
"9884","582","20100901-FC-2 E2","4,4-DDD","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0005","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7915","Xenco","{04C0464D-21A9-4F91-8D8E-4C24D13BF2C8}"
"9885","582","20100901-FC-2 E2","4,4-DDE","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0004","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7916","Xenco","{C04D3326-CC0F-4730-827E-4E954865FDB7}"
"9886","582","20100901-FC-2 E2","4,4-DDT","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0006","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7917","Xenco","{D11EF420-FF9B-447E-8460-9DBC46427E1B}"
"9887","582","20100901-FC-2 E2","Aldrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0014","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7918","Xenco","{92C51550-C5DC-483C-BC9B-8F2BE07041B2}"
"9888","582","20100901-FC-2 E2","Alpha(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7919","Xenco","{C83D1FDA-B7E8-4648-B937-522AC7BE5DA2}"
"9889","582","20100901-FC-2 E2","Alpha(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7920","Xenco","{ED9E9177-229B-490A-8FA3-8E7BD07D0202}"
"9890","582","20100901-FC-2 E2","Beta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.02","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7923","Xenco","{AA0430CE-ACD8-4251-95F1-112C9769EAE7}"
"9891","582","20100901-FC-2 E2","Heptachlor(epoxide)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0003","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7961","Xenco","{E2E5135D-9F32-46EB-9CEE-821F808B9347}"
"9892","582","20100901-FC-2 E2","Chlordane","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0063","1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7948","Xenco","{2B8481D6-AFEC-4A79-AF35-313A066192A5}"
"9893","582","20100901-FC-2 E2","Delta(BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0009","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7951","Xenco","{5D8D1404-EEC4-4083-B4CB-34207E384B92}"
"9894","582","20100901-FC-2 E2","Dieldrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0011","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7952","Xenco","{32B7C2B0-A6DA-40B1-93D8-0D90D9BDDC95}"
"9895","582","20100901-FC-2 E2","Endosulfan(I)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7953","Xenco","{6A1810DA-F32B-4302-A44B-6A99C983907D}"
"9896","582","20100901-FC-2 E2","Endosulfan(II)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0013","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7954","Xenco","{4C616AB1-9425-4F30-9AD2-44343F62F473}"
"9897","582","20100901-FC-2 E2","Endosulfan(sulfate)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0003","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7955","Xenco","{C5C007E9-4D6B-4F48-830B-23BA8B8438C0}"
"9898","582","20100901-FC-2 E2","Endrin","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0007","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7956","Xenco","{6F7CEB8C-BEE3-4F34-8FC3-BCA3C3937D48}"
"9899","582","20100901-FC-2 E2","Endrin(Ketone)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.001","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7958","Xenco","{AB9C96B1-C34A-482D-81F0-A03ECCC94031}"
"9900","582","20100901-FC-2 E2","Endrin(aldehyde)","Organochlorine Pesticides by SW-846 8081A",".00090",".0009","    ","J","ug/L","0.0007","0.1","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7957","Xenco","{05DD77B6-C6A8-4402-8E3C-0CD48D81CF4F}"
"9901","582","20100901-FC-2 E2","Lindane (gamma BHC)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0006","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7963","Xenco","{599C05A2-E669-47AF-85BB-1DDCA97BA63A}"
"9902","582","20100901-FC-2 E2","Gamma(Chlordane)","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0013","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7959","Xenco","{506F4EB0-067C-452F-AA05-0CA57BD6ADC1}"
"9903","582","20100901-FC-2 E2","Heptachlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0012","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7960","Xenco","{F827A95C-4A42-4537-964E-F167CC7EDA95}"
"9904","582","20100901-FC-2 E2","Methoxychlor","Organochlorine Pesticides by SW-846 8081A",".00000","0","    ","U","ug/L","0.0015","0.05","2010-09-09 00:00:00","huajun.chen","2011-03-09 00:00:00","7965","Xenco","{648BDF78-C764-429B-83B5-40CF3275BC98}"
